title,year,mileage,price,location,transmission,enginePower,color,model,engineCapacity,fuelType,painted,changed,paintedCount,changedCount
ACİL SATILIK ELİMİ TUTANI GERİ  ÇEVİRMEM,1999,190.000,450.000 TL,"İstanbul, Ümraniye",Otomatik,90 hp,Füme,1.4 i S,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,310.000,300.000 TL,"Muğla, Köyceğiz",Düz,90 hp,Gri (metalik),1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Ön Tampon; Arka Tampon","Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",10,3
HONDA CİVİC 1.4 İS MAKYAJLI KASA BOL EKSTRALI,2000,320.000,420.000 TL,"Samsun, İlkadım",Düz,90 hp,Gri,1.4 i S,1396 cc,LPG & Benzin,,Sol Ön Çamurluk,0,1
Lacies,2000,345.000,395.000 TL,"Sakarya, Adapazarı",Düz,90 hp,Lacivert,1.4 i S,1396 cc,LPG & Benzin,,,0,0
Acil! aradigim araci buldum geleni üzmem,2001,222.000,430.000 TL,"Tokat, Niksar",Düz,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,,Sol Ön Çamurluk,0,1
OTTOCAR PLAZA'DAN HONDA KUSURSUZ %50 PEŞİN KALANI TAKSİT İMKANI,1998,290.000,305.000 TL,"İstanbul, Büyükçekmece",Düz,75 hp,Mavi,1.4 1.4i,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,13,0
Acil Honda Civic 1.4 lpg,1996,319.700,249.999 TL,"Karabük, Merkez",Düz,-,Gri (Gümüş),1.4 1.4i,1201 - 1400 cm3,LPG & Benzin,"Sol Arka Kapı; Sol Ön Kapı; Sol Ön Çamurluk",,3,0
B2K GARAGE / YARI GP MAKYAJLI / KREDİ KARTI GEÇERLİDİR,1999,310.000,340.000 TL,"Bursa, Kestel",Düz,90 hp,Gri,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı","Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",8,3
Sahibinden Honda Civic 1.4 1.4i 1998 Model,1998,285.000,300.000 TL,"Ankara, Ayaş",Otomatik,,Gri (Gümüş),1.4 1.4i,,LPG & Benzin,"Sol Ön Kapı; Sol Ön Çamurluk",,2,0
Sahibinden acil satlık Honda Civic 1.4 i S 2000 Model,2000,290.000,390.000 TL,"Sivas, Merkez",Düz,90 hp,Gri,1.4 i S,1396 cc,LPG & Benzin,,"Sağ Ön Çamurluk; Sol Ön Çamurluk",0,2
Sahibinden Honda Civic 1.4 1.4i 1990 Model,1990,500.000,150.000 TL,"Trabzon, Akçaabat",Düz,90 hp,Beyaz,1.4 1.4i,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,259.000,390.000 TL,"Ankara, Yenimahalle",Düz,90 hp,Beyaz,1.4 i S,1396 cc,LPG & Benzin,,Sol Ön Çamurluk,0,1
BOZTAŞ AUTO'DAN 2001 MODEL HONDA CİVİC 1.4İS,2001,290.000,359.000 TL,"Balıkesir, Altıeylül",Düz,90 hp,Şampanya,1.4 i S,1396 cc,LPG & Benzin,,"Sol Arka Kapı; Sol Ön Çamurluk",0,2
OTOMATİK VİTES HONDA,2011,209.000,535.000 TL,"Bursa, Orhangazi",Otomatik,76 - 100 HP,Siyah,1.4 Sport,1201 - 1400 cm3,LPG & Benzin,,"Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",0,3
Sahibinden Honda Civic 1.4 i S 1999 Model,1999,200.000,400.000 TL,"Eskişehir, Odunpazarı",Düz,90 hp,Gri,1.4 i S,1396 cc,LPG & Benzin,,Arka Tampon,0,1
Sahibinden Honda Civic 1.4 i S 1999 Model,1999,204.000,330.000 TL,"Kayseri, Talas",Otomatik,90 hp,Beyaz,1.4 i S,1396 cc,LPG & Benzin,Sağ Ön Çamurluk,,1,0
Sahibinden Honda Civic 1.4 i S 1997 Model,1997,307.000,264.000 TL,"Kayseri, Kocasinan",Düz,90 hp,Yeşil,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,12,0
Sahibinden Honda Civic 1.4 S 1998 Model Manisa,1998,255.000,355.000 TL,"Manisa, Turgutlu",Düz,90 hp,Beyaz,1.4 S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Ön Tampon; Arka Tampon","Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",9,3
ÇORUM MERKEZ 1999 HONDA CİVİC 1.4is TAVAN BOYASIZ,1999,304.000,345.000 TL,"Çorum, Merkez",Otomatik,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sol Ön Çamurluk","Sağ Ön Çamurluk; Motor Kaputu",8,2
Sahibinden Honda Civic 1.4 i S 2000 Model Elazığ,2000,293.000,280.000 TL,"Elazığ, Merkez",Otomatik,90 hp,Gri,1.4 i S,1396 cc,LPG & Benzin,,,0,0
Otomatik Honda Civic 1.4,2009,213.000,550.000 TL,"İstanbul, Sultanbeyli",Yarı Otomatik,100 hp,Gri (Gümüş),1.4 Sport,1339 cc,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Ön Tampon; Arka Tampon","Motor Kaputu; Sol Ön Çamurluk",10,2
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,340.000,410.000 TL,"İstanbul, Ataşehir",Otomatik,90 hp,Beyaz,1.4 i S,1396 cc,LPG & Benzin,,Sağ Ön Çamurluk,0,1
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,242.000,410.000 TL,"İstanbul, Fatih",Düz,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1999 Model,1999,291.000,369.000 TL,"Sakarya, Serdivan",Düz,90 hp,Füme,1.4 i S,1396 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,277.000,370.000 TL,"Kocaeli, Başiskele",Düz,90 hp,Yeşil,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı","Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",8,3
Sahibinden Otomatik Honda Civic 1.4 i S 2001 Model,2001,349.000,320.000 TL,"Karabük, Merkez",Otomatik,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,Sol Ön Çamurluk,"Sağ Ön Çamurluk; Motor Kaputu",1,2
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,203.000,435.000 TL,"İstanbul, Üsküdar",Otomatik,90 hp,Lacivert,1.4 i S,1396 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1999 Model,1999,297.000,400.000 TL,"İstanbul, Ataşehir",Otomatik,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,12,0
Sahibinden Honda Civic 1.4 i S 2000 Model OTOMATİK,2000,382.450,345.000 TL,"İzmir, Bayraklı",Otomatik,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,,Sağ Ön Çamurluk,0,1
Sahibinden Honda Civic 1.4 i S 2000 Model OTOMATİK,2000,382.450,345.000 TL,"İzmir, Bayraklı",Otomatik,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,,Sağ Ön Çamurluk,0,1
SORUNSUZ OTOMATİK AİLE ARACI,1997,347.000,310.000 TL,"İstanbul, Ataşehir",Otomatik,90 hp,Mavi,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",Sağ Ön Çamurluk,12,1
Sahibinden Honda Civic 1.4 1.4i 1998 Model,1998,445.000,290.000 TL,"Ankara, Mamak",Otomatik,76 - 100 HP,Mavi,1.4 1.4i,1201 - 1400 cm3,LPG & Benzin,,"Ön Tampon; Arka Tampon",0,2
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,286.000,385.000 TL,"Erzurum, Yakutiye",Düz,90 hp,Gri,1.4 i S,1396 cc,LPG & Benzin,,"Motor Kaputu; Sol Ön Çamurluk; Ön Tampon",0,3
Sahibinden Honda Civic 1.4 Sport 2009 Model,2009,188.000,600.000 TL,"Samsun, İlkadım",Yarı Otomatik,100 hp,Siyah,1.4 Sport,1339 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 S 1996 Model,1996,295.000,215.000 TL,"İstanbul, Sancaktepe",Düz,90 hp,Yeşil,1.4 S,1396 cc,LPG & Benzin,,,0,0
106.000 KM DEĞİŞENSİZ TERTEMİZ OTOMATİK HONDA CİVİC PAZARLIKSIZ,2011,106.000,700.000 TL,"İstanbul, Üsküdar",Yarı Otomatik,100 hp,Füme,1.4 Sport,1339 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,246.000,370.000 TL,"Ankara, Sincan",Otomatik,90 hp,Lacivert,1.4 i S,1396 cc,LPG & Benzin,,"Sağ Ön Çamurluk; Motor Kaputu",0,2
Sahibinden Honda Civic 1.4is klimali 1998 Model,1992,348.000,365.000 TL,"Bursa, Osmangazi",Düz,,Beyaz,1.4 1.4i,,LPG & Benzin,,Sağ Ön Çamurluk,0,1
AVRUPA GÜVENLİK PAKET 110BG DEĞİŞENSİZ CİVİC,1999,280.000,440.000 TL,"Mersin, Akdeniz",Düz,90 hp,Şampanya,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,13,0
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,223.000,435.000 TL,"Samsun, Atakum",Düz,90 hp,Lacivert,1.4 i S,1396 cc,LPG & Benzin,Ön Tampon,Sağ Ön Çamurluk,1,1
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,289.000,340.000 TL,"Muğla, Bodrum",Düz,90 hp,Mavi,1.4 i S,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,355.000,320.000 TL,"Antalya, Muratpaşa",Otomatik,90 hp,Mavi,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı",Motor Kaputu,5,1
#DECOR,1999,413.000,450.000 TL,"Tekirdağ, Çerkezköy",Düz,76 - 100 HP,Füme,1.4 i S,1401 - 1600 cm3,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",,10,0
DRN MOTORS-SORUNSUZ MASRAFSIZ EKSTRALI 1.4 is CİVİC,1998,298.000,352.500 TL,"İstanbul, Ataşehir",Düz,90 hp,Yeşil,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı","Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",8,3
Sahibinden Honda Civic 1.4 Sport 2013 Model,2013,122.000,655.000 TL,"Balıkesir, Edremit",Düz,100 hp,Mavi (metalik),1.4 Sport,1339 cc,Benzin,"Sol Ön Kapı; Ön Tampon","Motor Kaputu; Sol Ön Çamurluk",2,2
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,350.000,289.999 TL,"Sakarya, Serdivan",Düz,90 hp,Yeşil,1.4 i S,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,223.000,395.000 TL,"Kocaeli, Gölcük",Otomatik,90 hp,Beyaz,1.4 i S,1396 cc,LPG & Benzin,,"Arka Kaput; Sol Ön Çamurluk",0,2
Yetkili HONDA bayii çalışanından Honda Civic 1.4 i S 2001 Model,2001,174.100,460.000 TL,"İstanbul, Maltepe",Otomatik,90 hp,Beyaz,1.4 i S,1396 cc,LPG & Benzin,"Ön Tampon; Arka Tampon","Sol Arka Çamurluk; Sol Arka Kapı",2,2
1999 Civic Makyajlı Extralı Jant Lastik Egzoz Masrafsız....,1999,285.000,350.000 TL,"Balıkesir, Karesi",Düz,90 hp,Lacivert,1.4 1.4i,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 S 2001 Model,2001,282.966,325.000 TL,"İstanbul, Pendik",Düz,90 hp,Lacivert,1.4 S,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 1.4i 1996 Model,1996,308.150,260.000 TL,"Bursa, İnegöl",Düz,90 hp,Lacivert,1.4 1.4i,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,355.000,310.000 TL,"Ankara, Sincan",Düz,90 hp,Lacivert,1.4 i S,1396 cc,LPG & Benzin,,"Sağ Ön Çamurluk; Sol Ön Çamurluk; Ön Tampon",0,3
Sahibinden Otomatik Honda Civic 1.4 Sport 2010 Model,2010,158.000,710.000 TL,"Antalya, Muratpaşa",Yarı Otomatik,100 hp,Füme,1.4 Sport,1339 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.4 L 1991 Model,1991,360.000,220.000 TL,"Denizli, Merkezefendi",Düz,90 hp,Beyaz,1.4 L,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1999 Model,1999,309.000,410.000 TL,"Balıkesir, Sındırgı",Düz,90 hp,Bordo,1.4 i S,1396 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.4 Sport 2007 Model,2007,144.000,510.000 TL,"Ankara, Yenimahalle",Düz,83 hp,Siyah,1.4 Sport,1339 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sol Ön Çamurluk","Sağ Arka Kapı; Sağ Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu",7,4
HONDA CİVİC 1.4 TERTEMİZ KREDİ KARTINA 12 TAKSİT,1997,315.000,285.000 TL,"Kocaeli, Çayırova",Düz,90 hp,Lacivert,1.4 i S,1396 cc,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı","Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",8,3
Sahibinden Honda Civic 1.4 i S 1999 Model,1999,317.000,335.000 TL,"Gaziantep, Şahinbey",Otomatik,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon","Arka Kaput; Sol Arka Çamurluk; Sol Arka Kapı",9,3
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,123.760,510.000 TL,"Ankara, Çankaya",Otomatik,90 hp,Kırmızı,1.4 i S,1396 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,229.000,395.000 TL,"İstanbul, Esenyurt",Otomatik,,Mavi (metalik),1.4 i S,,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Ön Kapı; Tavan; Sol Ön Kapı; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",Sağ Ön Çamurluk,10,1
Sahibinden Honda Civic 1.4 S 1998 Model,1998,313.000,330.000 TL,"İzmir, Karşıyaka",Düz,90 hp,Beyaz,1.4 S,1396 cc,LPG & Benzin,,"Sağ Ön Çamurluk; Motor Kaputu; Ön Tampon",0,3
HONDA CİVİC 1.4 İES (KLİMALI),1997,320.000,410.000 TL,"Muğla, Menteşe",Düz,90 hp,Yeşil,1.4 i S,1396 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.4 1.4i 1998 Model,1998,318.000,350.000 TL,"İstanbul, Bakırköy",Otomatik,-,Gri (Gümüş),1.4 1.4i,1201 - 1400 cm3,Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1999 Model,1999,320.000,340.000 TL,"Sakarya, Erenler",Düz,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,287.000,357.500 TL,"Düzce, Gölyaka",Düz,90 hp,Füme,1.4 i S,1396 cc,LPG & Benzin,,"Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",0,3
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,274.000,380.000 TL,"Kocaeli, Kartepe",Otomatik,90 hp,Beyaz,1.4 i S,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,175.000,475.000 TL,"Ankara, Keçiören",Düz,90 hp,Gri (Gümüş),1.4 i S,1396 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1999 Model,1999,354.000,365.000 TL,"Isparta, Uluborlu",Düz,90 hp,Füme,1.4 i S,1396 cc,LPG & Benzin,,"Arka Kaput; Sol Ön Çamurluk",0,2
Sahibinden Honda Civic 1.4 1.4i 1996 Model,1996,373.200,155.000 TL,"Kütahya, Merkez",Düz,90 hp,Yeşil,1.4 1.4i,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,12,0
Sahibinden Honda Civic 1.4 i S 2001 Model,2001,284.000,370.000 TL,"Kayseri, Kocasinan",Düz,90 hp,Diğer,1.4 i S,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 Sport 2009 Model,2009,144.700,600.000 TL,"Aydın, Didim",Yarı Otomatik,100 hp,Siyah,1.4 Sport,1339 cc,Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Çamurluk; Ön Tampon; Arka Tampon",Sol Ön Çamurluk,5,1
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,306.000,387.000 TL,"Tokat, Niksar",Düz,90 hp,Gri,1.4 i S,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 Sport 2009 Model,2009,306.000,620.000 TL,"Adana, Seyhan",Yarı Otomatik,100 hp,Siyah,1.4 Sport,1339 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 Hybrid 2007 Model,2007,241.000,575.000 TL,"İzmir, Bornova",Otomatik,115 hp,Siyah,1.4 Hybrid,1339 cc,Hibrit,"Sol Ön Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk",,3,0
Sahibinden Honda Civic 1.4 i S 1997 Model,1997,430.000,295.000 TL,"Konya, Meram",Düz,90 hp,Kırmızı,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Arka Tampon","Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon",9,4
Sahibinden Honda Civic 1.4 i S 2001 Model,2001,320.000,437.000 TL,"Antalya, Alanya",Düz,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Arka Tampon","Sağ Ön Kapı; Sağ Ön Çamurluk",5,2
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,235.000,428.500 TL,"Kayseri, Kocasinan",Düz,90 hp,Bej,1.4 i S,1396 cc,LPG & Benzin,Sağ Ön Çamurluk,"Motor Kaputu; Sol Ön Çamurluk",1,2
Sahibinden Honda Civic 1.4 Sport 2012 Model İstanbul,2012,171.000,570.000 TL,"İstanbul, Ataşehir",Yarı Otomatik,100 hp,Siyah,1.4 Sport,1339 cc,Benzin,"Sol Arka Çamurluk; Sağ Ön Çamurluk; Sol Ön Çamurluk; Ön Tampon; Arka Tampon","Sağ Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı",5,3
Sahibinden Honda Civic 1.4 L 1990 Model,1990,356.000,175.000 TL,"Bursa, Osmangazi",Düz,90 hp,Kahverengi,1.4 L,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,13,0
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,282.000,365.000 TL,"Mersin, Yenişehir",Otomatik,90 hp,Lacivert,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Ön Tampon; Arka Tampon","Arka Kaput; Motor Kaputu; Sol Ön Çamurluk",9,3
Sahibinden Honda Civic 1.4 1.4i 1997 Model,1997,375.000,245.000 TL,"İstanbul, Sultangazi",Düz,90 hp,Gri (Gümüş),1.4 1.4i,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Arka Tampon",Ön Tampon,11,1
Sahibinden Honda Civic 1.4 1.4i 1998 Model Kayseri,1998,414.100,295.000 TL,"Kayseri, Melikgazi",Düz,90 hp,Gri (Gümüş),1.4 1.4i,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,11,0
Sahibinden Honda Civic 1.4 Sport 2013 Model,2013,200.000,575.000 TL,"İstanbul, Esenyurt",Düz,76 - 100 HP,Füme,1.4 Sport,,LPG & Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı",,2,0
Sahibinden Honda Civic 1.4 i S 1999 Model,1999,282.000,595.000 TL,"Muğla, Milas",Düz,90 hp,Gri (Gümüş),1.4 i S,1396 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1998 Model,1998,314.000,270.000 TL,"Diyarbakır, Hani",Düz,90 hp,Beyaz,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,13,0
Sahibinden Honda Civic 1.4 2009 Model .91.700 km   0533 737 08 12,2009,91.700,680.000 TL,"İstanbul, Beylikdüzü",Yarı Otomatik,100 hp,Gri,1.4 Sport,1339 cc,Benzin,Sağ Arka Kapı,Sol Arka Kapı,1,1
Sahibinden Honda Civic 1.4 i S 1996 Model,1996,247.000,280.000 TL,"İstanbul, Bağcılar",Düz,90 hp,Turkuaz,1.4 i S,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 i S 1997 Model Bursa,1997,225.000,400.000 TL,"Bursa, Kestel",Düz,90 hp,Gri (Gümüş),1.4 i S,1396 cc,LPG & Benzin,,,0,0
BRK MOTORS DAN SİNCE 1997 ZÜMRÜT YEŞİLİ,1997,325.000,350.000 TL,"Bursa, Orhangazi",Otomatik,90 hp,Yeşil,1.4 i S,1396 cc,LPG & Benzin,,"Arka Kaput; Motor Kaputu; Sol Ön Çamurluk",0,3
Sahibinden Honda Civic 1.4 S 1997 Model,1997,390.000,315.000 TL,"Kayseri, Melikgazi",Düz,90 hp,Lacivert,1.4 S,1396 cc,LPG & Benzin,,,0,0
!?Acill Satılık!?Sahibinden Honda Civic 1.4 S 1996 Model,1996,374.000,225.000 TL,"Ankara, Keçiören",Düz,90 hp,Bordo,1.4 S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,13,0
Sahibinden Honda Civic 1.4 i S 2000 Model,2000,355.000,325.000 TL,"Adana, Seyhan",Düz,90 hp,Füme,1.4 i S,1396 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",Sağ Ön Kapı,11,1
Sahibinden Honda Civic 1.4 1.4i 1995 model,1996,330.000,235.000 TL,"Konya, Karatay",Düz,90 hp,Lacivert,1.4 1.4i,1396 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.4 1.4i 1998 Model,1998,255.000,340.000 TL,"Denizli, Pamukkale",Düz,90 hp,Gri,1.4 1.4i,1396 cc,LPG & Benzin,"Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk","Tavan; Sol Arka Kapı",3,2
Sahibinden Honda Civic 1.4 i S 1999 Model,1999,276.000,365.000 TL,"İstanbul, Ataşehir",Otomatik,90 hp,Turkuaz,1.4 i S,1396 cc,LPG & Benzin,,,0,0
